id,dwelown,polviews,SCIENTOD,hotcore,SCIENTBR,SYNMEM,divorce,MAOCC10,satfam7,whoelse1,engnrsci,CONVICTD,MEDTREAT,libcom,VISZOO,weekswrk,attend,satjob7,nathealy,phone,wordf,libhomo,jobsecok,peoptrbl,age,helpnot,SCIENTDN,natfarey,spkath,hivtest,PAIDLV,reliten,SCIENTGO,ENGLONE,posslq,region,histsci,kidsuffr,ELDCOST,ELDERSUP,accptoth,EVNEGJOB,coldeg1,obey,spkcom,natsci,natrace,intethn,natcity,wksubs,relate1,VISART,RUMORWK,SPOCC10,sprel,zodiac,cooking1,wlthblks,family16,madeg,intlblks,evstray,relhhd7,VOTE08,SCIENTAL,kidjoy,racopen,CSHUTYP08,poleff13,POLEFY15,intrace2,spanint,SPLIVE,POLEFY16,WEBMOB,finalter,natdrug,selffrst,nateducy,spevwork,astrosci,spother,homosex,libath,racecen1,emailmin,ENGRESP,wrkwayup,seeksci,ENGDO,spanself,gender2,rincome,fechld,MAIND10,VISLIB,relhh1,whoelse2,volchrty
1682,1,7,NaN,NaN,NaN,NaN,NaN,NaN,1,2,NaN,1,NaN,NaN,NaN,52,2,1,NaN,3,1,NaN,1,NaN,74,5,NaN,NaN,NaN,2,2,1,NaN,NaN,4,9,NaN,4,1,4,NaN,NaN,NaN,3,NaN,3,3,5,3,NaN,1,NaN,4,NaN,NaN,5,NaN,6,4,7,2,1,NaN,1,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,2,NaN
1683,1,6,NaN,NaN,NaN,NaN,2,NaN,2,2,NaN,NaN,NaN,1,NaN,52,6,1,NaN,3,1,1,1,2,67,NaN,NaN,NaN,1,NaN,1,1,NaN,NaN,1,9,NaN,2,1,2,5,NaN,NaN,NaN,2,2,1,5,3,3,1,NaN,4,7810,2,5,5,6,1,NaN,4,NaN,NaN,1,NaN,1,2,1,4,NaN,NaN,2,36,NaN,2,2,3,4,NaN,NaN,NaN,NaN,1,2,1,NaN,NaN,2,NaN,NaN,3,2,12,3,NaN,NaN,1,2,6
1684,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,2,NaN,2,NaN,1,1,0,4,NaN,1,6,NaN,1,NaN,1,35,1,NaN,1,2,1,NaN,2,NaN,NaN,NaN,9,NaN,NaN,NaN,NaN,6,NaN,NaN,1,2,1,NaN,5,NaN,4,1,0,NaN,6050,2,3,NaN,NaN,1,NaN,NaN,2,NaN,2,NaN,NaN,2,1,NaN,1,NaN,2,NaN,1,NaN,3,NaN,3,1,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,2,NaN,3,2,NaN,NaN,NaN,0,1,2,6
1685,2,4,NaN,1,NaN,NaN,NaN,6040,3,2,NaN,2,1,NaN,0,52,7,4,2,6,0,NaN,1,NaN,36,4,NaN,1,NaN,2,1,1,NaN,3,NaN,9,NaN,NaN,NaN,2,NaN,NaN,NaN,4,NaN,2,NaN,5,NaN,3,1,0,4,NaN,NaN,1,NaN,6,1,NaN,4,3,NaN,1,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,1,NaN,2,NaN,NaN,NaN,1,0,2,3,6,5,NaN,NaN,12,3,4470,0,1,2,NaN
1686,NaN,NaN,3,1,3,NaN,2,NaN,NaN,2,NaN,2,1,1,1,26,4,NaN,NaN,6,NaN,2,2,4,58,NaN,1,NaN,2,2,NaN,1,2,NaN,1,9,NaN,NaN,NaN,NaN,6,NaN,NaN,4,1,2,2,5,2,3,1,1,4,9130,2,5,NaN,NaN,1,NaN,NaN,2,NaN,1,2,NaN,1,1,4,NaN,NaN,2,NaN,NaN,NaN,1,2,2,NaN,NaN,2,NaN,4,1,1,NaN,NaN,NaN,8,NaN,3,2,NaN,NaN,NaN,1,1,2,6
1687,2,3,NaN,NaN,NaN,NaN,NaN,8740,1,2,NaN,2,NaN,2,NaN,52,7,3,3,6,1,2,4,2,21,NaN,NaN,NaN,1,2,1,4,NaN,NaN,NaN,9,NaN,3,NaN,1,2,NaN,NaN,NaN,1,2,NaN,5,NaN,3,1,NaN,2,NaN,NaN,7,NaN,4,1,NaN,4,3,NaN,3,NaN,3,2,1,NaN,3,NaN,NaN,NaN,2,NaN,3,NaN,4,1,NaN,NaN,NaN,4,2,1,30,NaN,3,NaN,NaN,NaN,2,8,2,1180,NaN,1,2,5
1688,2,4,NaN,NaN,NaN,NaN,NaN,3740,2,2,NaN,2,NaN,NaN,NaN,52,2,4,NaN,6,0,NaN,1,NaN,21,1,NaN,NaN,NaN,2,1,2,NaN,NaN,4,9,NaN,4,2,2,NaN,NaN,NaN,3,NaN,1,2,5,NaN,4,1,NaN,1,NaN,NaN,5,NaN,4,5,1,4,3,NaN,3,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,NaN,1,NaN,NaN,NaN,2,5,2,9470,NaN,1,2,NaN
1689,1,6,NaN,NaN,NaN,NaN,NaN,4230,3,2,NaN,2,NaN,2,NaN,52,7,3,NaN,3,1,2,2,3,43,NaN,NaN,NaN,1,2,1,1,NaN,NaN,4,9,NaN,4,1,2,4,NaN,NaN,NaN,1,3,NaN,5,2,3,1,NaN,4,NaN,NaN,11,NaN,5,1,NaN,4,3,NaN,1,NaN,2,1,1,5,NaN,NaN,NaN,NaN,NaN,NaN,3,2,4,NaN,NaN,NaN,NaN,1,2,1,0,NaN,2,NaN,NaN,NaN,2,11,2,7690,NaN,1,2,6
1690,2,4,2,1,3,NaN,2,NaN,1,2,3,2,NaN,NaN,1,52,4,4,2,3,1,NaN,2,NaN,41,3,2,2,NaN,2,1,1,2,NaN,NaN,9,3,2,2,4,NaN,NaN,NaN,2,NaN,2,NaN,5,NaN,3,1,0,3,NaN,2,5,5,6,1,NaN,3,1,NaN,3,3,2,NaN,1,NaN,NaN,NaN,2,13,NaN,NaN,3,NaN,NaN,1,2,2,NaN,NaN,NaN,1,30,NaN,4,3,NaN,3,2,12,3,NaN,1,1,2,NaN
1691,NaN,3,NaN,1,NaN,NaN,2,NaN,NaN,2,NaN,2,1,1,1,52,6,NaN,NaN,3,NaN,1,2,2,44,1,NaN,NaN,2,NaN,NaN,2,NaN,3,1,9,NaN,NaN,NaN,NaN,3,NaN,NaN,4,2,3,2,5,NaN,3,1,0,2,6040,2,10,NaN,NaN,1,NaN,NaN,2,NaN,1,NaN,NaN,2,1,4,NaN,NaN,2,NaN,NaN,NaN,2,2,2,NaN,1,2,NaN,1,1,1,NaN,2,NaN,NaN,2,3,2,12,NaN,NaN,0,1,2,5
1692,1,4,NaN,NaN,NaN,NaN,NaN,7750,2,2,NaN,NaN,NaN,2,NaN,0,NaN,NaN,1,3,0,2,NaN,2,51,NaN,NaN,1,1,1,1,2,NaN,NaN,NaN,8,NaN,4,NaN,2,3,NaN,NaN,NaN,1,2,NaN,5,NaN,NaN,1,NaN,NaN,NaN,NaN,8,NaN,4,1,1,4,1,NaN,2,NaN,3,2,1,NaN,3,NaN,NaN,NaN,3,2,2,NaN,4,1,NaN,NaN,NaN,NaN,2,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,3570,NaN,1,2,6
1693,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,2,NaN,2,NaN,NaN,NaN,0,NaN,NaN,NaN,3,0,NaN,NaN,NaN,22,5,NaN,NaN,NaN,2,1,2,NaN,NaN,4,8,NaN,1,2,2,NaN,NaN,NaN,5,NaN,1,1,5,3,NaN,1,NaN,NaN,NaN,NaN,11,NaN,4,1,NaN,4,3,NaN,2,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,38,NaN,1,NaN,NaN,NaN,1,NaN,1,NaN,NaN,1,2,NaN
1694,NaN,NaN,4,1,3,NaN,2,1400,NaN,1,NaN,2,1,NaN,1,0,7,NaN,2,6,NaN,2,NaN,2,30,3,2,1,1,1,NaN,3,1,NaN,NaN,8,NaN,NaN,NaN,NaN,2,NaN,NaN,4,1,1,NaN,5,NaN,3,1,0,NaN,9510,1,7,NaN,NaN,1,3,NaN,2,NaN,1,3,NaN,2,1,NaN,3,NaN,NaN,NaN,3,NaN,3,NaN,1,1,NaN,3,50,NaN,2,1,NaN,NaN,NaN,3,NaN,NaN,2,NaN,NaN,7380,5,1,2,6
1695,2,4,NaN,1,NaN,NaN,NaN,4230,2,2,1,2,NaN,NaN,2,26,4,1,1,6,1,NaN,1,NaN,18,3,NaN,1,NaN,1,1,2,NaN,3,NaN,8,4,2,NaN,2,NaN,NaN,NaN,3,NaN,2,NaN,5,NaN,3,1,0,4,NaN,NaN,11,NaN,4,5,1,4,3,NaN,3,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,1,NaN,2,NaN,NaN,NaN,1,30,1,2,3,2,NaN,1,2,3,9290,NaN,1,2,NaN
1696,2,6,NaN,NaN,NaN,NaN,NaN,NaN,1,2,NaN,2,NaN,1,NaN,38,3,2,NaN,3,NaN,1,1,2,73,NaN,NaN,NaN,2,1,1,NaN,NaN,NaN,4,8,NaN,4,1,2,6,NaN,NaN,NaN,2,NaN,NaN,1,3,4,1,NaN,4,NaN,NaN,6,NaN,NaN,0,NaN,NaN,2,NaN,1,NaN,2,2,1,2,NaN,NaN,NaN,NaN,NaN,1,2,NaN,2,NaN,NaN,NaN,NaN,4,2,3,0,NaN,1,NaN,NaN,NaN,2,NaN,2,NaN,NaN,1,1,6
1697,1,4,NaN,NaN,NaN,2,2,8220,3,2,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,3,0,NaN,NaN,NaN,38,4,NaN,NaN,NaN,1,2,4,NaN,NaN,1,8,NaN,1,NaN,2,NaN,NaN,NaN,4,NaN,1,2,1,1,3,1,NaN,NaN,9130,4,2,3,6,1,1,5,2,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,16,NaN,NaN,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,2,NaN,4,3390,NaN,1,2,NaN
1698,NaN,4,NaN,1,NaN,NaN,1,NaN,NaN,2,NaN,2,1,2,0,0,5,NaN,1,3,NaN,2,NaN,2,87,3,NaN,2,2,2,NaN,3,NaN,2,NaN,8,NaN,NaN,NaN,NaN,4,NaN,NaN,4,2,1,NaN,1,NaN,NaN,1,0,NaN,1720,1,8,NaN,NaN,1,NaN,NaN,2,NaN,1,NaN,NaN,2,1,NaN,3,NaN,NaN,NaN,2,NaN,3,NaN,4,2,1,3,NaN,3,2,1,NaN,2,NaN,4,3,NaN,2,NaN,NaN,NaN,2,1,2,4
1699,2,NaN,1,2,4,NaN,NaN,4020,1,2,NaN,2,1,NaN,0,52,6,3,1,6,1,NaN,1,NaN,39,1,2,1,NaN,1,1,1,2,NaN,NaN,8,NaN,5,2,1,NaN,NaN,NaN,1,NaN,3,NaN,5,NaN,3,1,0,3,NaN,NaN,6,NaN,6,5,NaN,4,1,NaN,2,3,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,1,NaN,3,NaN,NaN,NaN,2,NaN,NaN,1,5,NaN,NaN,NaN,9,1,8370,10,1,2,NaN
1700,NaN,3,NaN,NaN,NaN,NaN,2,NaN,NaN,2,4,2,NaN,1,1,0,3,NaN,NaN,3,NaN,1,NaN,2,74,3,NaN,NaN,1,2,NaN,2,NaN,3,4,8,NaN,NaN,NaN,NaN,2,NaN,NaN,1,2,2,1,1,2,NaN,1,0,NaN,NaN,NaN,12,NaN,NaN,1,NaN,NaN,2,NaN,NaN,NaN,NaN,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,3,1,4,NaN,NaN,NaN,NaN,NaN,2,16,NaN,2,NaN,3,3,NaN,NaN,NaN,NaN,NaN,1,1,2,6
1701,2,2,NaN,NaN,NaN,NaN,2,5120,1,1,NaN,2,NaN,2,NaN,30,NaN,1,1,6,1,2,1,2,31,NaN,NaN,1,1,1,1,4,NaN,NaN,NaN,8,NaN,5,2,3,3,NaN,NaN,NaN,1,1,NaN,2,NaN,3,1,NaN,2,710,4,7,3,4,1,2,4,2,NaN,1,NaN,2,2,1,NaN,3,NaN,NaN,6,2,NaN,2,NaN,3,1,NaN,NaN,NaN,4,2,1,0,NaN,3,NaN,NaN,NaN,1,12,1,7270,NaN,1,2,5
1702,2,4,NaN,NaN,NaN,NaN,1,350,2,2,NaN,2,NaN,2,NaN,50,NaN,2,NaN,3,1,2,1,3,37,NaN,NaN,NaN,1,1,1,2,NaN,NaN,1,8,NaN,5,1,4,3,NaN,NaN,NaN,1,2,3,1,3,3,1,NaN,4,136,1,7,3,5,2,4,6,1,NaN,2,NaN,2,2,1,3,NaN,NaN,NaN,11,NaN,NaN,3,1,4,NaN,NaN,NaN,NaN,4,2,1,NaN,NaN,2,NaN,NaN,NaN,1,12,2,8190,NaN,1,2,4
1703,NaN,NaN,2,1,2,NaN,2,2310,NaN,2,NaN,2,2,2,3,0,NaN,NaN,NaN,3,NaN,2,1,2,31,3,3,NaN,1,2,NaN,2,2,NaN,NaN,8,NaN,NaN,NaN,NaN,3,NaN,NaN,5,1,2,2,1,1,3,1,0,4,NaN,2,11,NaN,NaN,1,1,NaN,2,NaN,2,3,NaN,2,1,3,NaN,NaN,NaN,NaN,NaN,NaN,3,2,2,NaN,NaN,3,NaN,4,2,1,NaN,NaN,NaN,3,NaN,NaN,2,NaN,NaN,7860,30,1,2,2
1704,2,4,NaN,NaN,NaN,NaN,2,4110,2,1,NaN,NaN,NaN,1,NaN,52,2,2,2,6,1,2,2,1,24,NaN,NaN,2,1,NaN,1,4,NaN,NaN,NaN,8,NaN,4,2,2,2,NaN,NaN,NaN,2,2,NaN,2,NaN,3,1,NaN,4,NaN,1,6,2,5,3,1,4,NaN,NaN,1,NaN,1,2,2,NaN,4,NaN,NaN,3,3,NaN,2,NaN,3,1,1,NaN,NaN,4,2,1,10,NaN,3,NaN,NaN,NaN,2,NaN,2,8680,NaN,1,2,2
1705,NaN,6,NaN,1,NaN,NaN,2,3030,NaN,1,1,2,NaN,2,12,52,7,NaN,3,3,NaN,2,1,1,32,5,NaN,3,1,1,NaN,1,NaN,3,NaN,8,4,NaN,NaN,NaN,3,NaN,3,1,1,1,NaN,2,NaN,3,1,1,3,4950,1,8,NaN,NaN,5,4,NaN,2,NaN,1,NaN,NaN,1,1,NaN,4,NaN,NaN,NaN,2,NaN,3,NaN,4,3,NaN,3,NaN,1,2,1,NaN,1,NaN,3,2,NaN,1,12,NaN,8190,12,1,2,3
1706,2,7,3,1,3,NaN,2,NaN,1,2,1,2,NaN,NaN,2,52,7,1,1,3,1,NaN,1,NaN,50,5,3,2,NaN,2,1,1,2,NaN,NaN,8,3,4,1,2,NaN,NaN,3,2,NaN,2,NaN,1,NaN,3,1,1,4,NaN,1,7,4,4,1,1,6,2,NaN,1,2,1,NaN,1,NaN,NaN,NaN,NaN,27,NaN,NaN,1,NaN,NaN,1,2,3,NaN,NaN,NaN,1,NaN,NaN,2,3,NaN,NaN,2,12,2,NaN,12,1,2,NaN
1707,2,4,NaN,NaN,NaN,NaN,NaN,8965,3,2,NaN,2,NaN,NaN,NaN,0,NaN,NaN,NaN,6,1,NaN,NaN,NaN,20,NaN,NaN,NaN,NaN,NaN,1,4,NaN,NaN,4,8,NaN,5,2,2,NaN,NaN,NaN,4,NaN,1,NaN,5,2,NaN,1,NaN,NaN,NaN,NaN,7,NaN,4,1,1,4,3,NaN,3,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,NaN,1,NaN,NaN,NaN,1,NaN,1,3360,NaN,1,2,NaN
1708,2,3,NaN,NaN,NaN,NaN,NaN,2340,3,2,NaN,NaN,NaN,1,NaN,0,5,NaN,NaN,2,NaN,1,NaN,4,71,NaN,NaN,NaN,2,NaN,1,3,NaN,NaN,4,8,NaN,4,NaN,2,6,NaN,NaN,NaN,2,NaN,NaN,5,NaN,NaN,1,NaN,NaN,NaN,NaN,11,NaN,5,1,3,3,NaN,NaN,1,NaN,2,2,1,NaN,NaN,NaN,NaN,NaN,NaN,2,3,NaN,2,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,2,7890,NaN,1,2,6
1709,1,4,NaN,1,NaN,NaN,2,NaN,2,2,1,2,NaN,NaN,1,0,3,NaN,1,3,1,NaN,NaN,NaN,88,3,NaN,2,NaN,NaN,1,2,NaN,3,NaN,8,2,5,1,4,NaN,NaN,3,4,NaN,2,NaN,5,NaN,NaN,1,1,NaN,NaN,NaN,2,NaN,4,1,NaN,4,NaN,NaN,1,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,1,NaN,NaN,NaN,1,0,1,2,3,3,NaN,2,NaN,2,NaN,4,1,2,NaN
1710,NaN,NaN,3,1,3,NaN,NaN,4510,NaN,1,1,2,NaN,1,2,NaN,5,NaN,NaN,6,NaN,2,NaN,2,24,NaN,2,NaN,1,1,NaN,1,2,NaN,2,8,1,NaN,NaN,NaN,3,NaN,NaN,4,1,2,1,5,NaN,3,1,0,NaN,NaN,NaN,12,NaN,NaN,5,1,NaN,3,NaN,2,3,NaN,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,2,3,NaN,NaN,1,NaN,4,1,1,NaN,NaN,NaN,3,NaN,NaN,2,8,NaN,8980,5,1,2,4
1711,NaN,6,NaN,1,NaN,NaN,NaN,NaN,NaN,2,NaN,2,1,2,0,0,NaN,NaN,1,6,NaN,2,NaN,2,56,3,NaN,1,1,1,NaN,1,NaN,3,NaN,8,NaN,NaN,NaN,NaN,1,NaN,NaN,2,1,2,NaN,1,NaN,NaN,1,0,NaN,NaN,NaN,3,NaN,NaN,1,NaN,NaN,2,NaN,1,NaN,NaN,2,1,NaN,1,NaN,NaN,NaN,2,NaN,2,NaN,4,1,NaN,3,NaN,4,2,15,NaN,2,NaN,5,2,NaN,1,NaN,NaN,NaN,15,1,2,6
1712,1,3,2,1,3,NaN,2,NaN,3,2,NaN,2,2,NaN,1,52,7,5,3,3,1,NaN,3,NaN,56,3,3,1,NaN,1,1,1,2,NaN,NaN,8,NaN,2,NaN,2,NaN,NaN,3,5,NaN,1,NaN,1,NaN,3,1,1,4,2830,1,1,4,5,1,1,5,2,NaN,1,4,2,NaN,1,NaN,NaN,NaN,NaN,31,NaN,NaN,1,NaN,NaN,2,1,3,NaN,NaN,NaN,1,NaN,NaN,4,3,NaN,NaN,1,12,3,NaN,1,1,2,NaN
1713,1,3,NaN,NaN,NaN,NaN,2,5700,2,2,NaN,2,NaN,2,NaN,3,2,NaN,1,3,1,2,NaN,2,49,NaN,NaN,1,1,2,1,2,NaN,NaN,NaN,8,NaN,3,NaN,2,4,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,1,NaN,NaN,6220,1,8,2,NaN,5,3,NaN,2,NaN,1,NaN,1,1,1,NaN,3,NaN,NaN,30,3,NaN,2,NaN,4,1,1,NaN,NaN,4,2,1,NaN,NaN,1,NaN,NaN,NaN,1,NaN,3,7380,NaN,1,2,4
1714,NaN,5,NaN,1,NaN,NaN,1,NaN,NaN,2,2,2,NaN,2,2,52,NaN,NaN,NaN,6,NaN,2,1,2,48,5,NaN,NaN,1,1,NaN,4,NaN,4,1,8,3,NaN,NaN,NaN,2,NaN,1,3,1,2,1,1,1,3,1,1,4,1860,4,8,NaN,NaN,1,NaN,NaN,1,NaN,1,NaN,NaN,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,3,1,4,NaN,1,2,NaN,4,2,1,NaN,1,NaN,3,1,NaN,NaN,NaN,NaN,NaN,3,1,2,4
1715,NaN,5,3,1,3,NaN,1,4110,NaN,2,NaN,2,2,2,10,51,4,NaN,NaN,3,NaN,2,2,3,59,3,2,NaN,1,2,NaN,3,2,NaN,1,8,NaN,NaN,NaN,NaN,2,NaN,NaN,5,1,2,2,1,2,NaN,1,1,4,4350,11,12,NaN,NaN,3,1,NaN,2,NaN,1,2,NaN,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,3,1,3,NaN,NaN,3,NaN,NaN,2,1,NaN,NaN,NaN,6,NaN,NaN,2,12,NaN,8680,50,1,2,4
1716,NaN,4,NaN,NaN,NaN,NaN,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,0,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,2,1,3,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,4,1,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,1,2,NaN
1717,1,5,3,NaN,1,NaN,1,4720,3,2,2,2,NaN,NaN,0,52,NaN,1,1,3,1,NaN,1,NaN,65,3,2,1,NaN,2,1,1,4,NaN,NaN,7,NaN,5,2,3,NaN,NaN,1,4,NaN,1,NaN,1,NaN,4,1,0,4,4220,1,12,3,6,1,1,4,2,NaN,1,3,1,NaN,1,NaN,NaN,NaN,NaN,29,NaN,NaN,2,NaN,NaN,2,NaN,2,NaN,NaN,NaN,1,10,NaN,1,2,NaN,NaN,2,1,2,4970,NaN,1,2,NaN
1718,NaN,6,NaN,1,NaN,NaN,2,9640,NaN,2,NaN,2,1,2,0,0,NaN,NaN,NaN,3,NaN,1,NaN,2,79,4,NaN,NaN,1,2,NaN,1,NaN,2,1,7,NaN,NaN,NaN,NaN,1,NaN,NaN,1,1,2,3,1,2,NaN,1,0,NaN,5000,1,6,NaN,NaN,1,NaN,NaN,2,NaN,1,NaN,NaN,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,2,2,4,NaN,1,3,NaN,1,2,3,NaN,2,NaN,5,4,NaN,2,NaN,NaN,290,26,1,2,6
1719,1,6,NaN,NaN,NaN,NaN,2,230,1,2,NaN,2,NaN,2,NaN,52,7,1,3,6,1,2,1,2,49,NaN,NaN,3,1,2,1,1,NaN,NaN,NaN,7,NaN,3,1,2,6,NaN,NaN,NaN,1,3,NaN,1,NaN,3,1,NaN,4,430,1,10,3,4,1,1,4,2,NaN,1,NaN,1,1,1,NaN,3,NaN,NaN,30,2,NaN,3,NaN,2,2,NaN,NaN,16,1,2,1,5,NaN,2,NaN,NaN,NaN,2,12,2,8470,NaN,1,2,6
1720,NaN,4,3,1,3,NaN,2,4760,NaN,1,4,2,NaN,1,2,52,NaN,NaN,NaN,6,NaN,1,1,3,36,3,3,NaN,1,2,NaN,1,2,NaN,1,7,1,NaN,NaN,NaN,3,NaN,NaN,4,2,2,NaN,5,2,3,1,0,2,6355,1,3,NaN,NaN,1,1,NaN,2,NaN,1,3,NaN,2,1,3,NaN,1,NaN,NaN,NaN,NaN,1,1,3,NaN,NaN,2,35,1,2,1,NaN,NaN,NaN,3,NaN,NaN,2,12,NaN,5090,58,1,1,5
1721,1,6,NaN,NaN,NaN,NaN,2,2310,1,2,NaN,2,NaN,1,NaN,52,NaN,2,3,3,1,1,1,1,55,NaN,NaN,2,1,1,1,1,NaN,NaN,NaN,7,NaN,4,1,1,2,NaN,NaN,NaN,1,2,NaN,1,NaN,NaN,1,NaN,4,2310,11,2,5,6,1,4,4,2,NaN,1,NaN,1,2,2,NaN,4,NaN,NaN,27,3,NaN,2,NaN,4,3,NaN,NaN,NaN,1,1,2,NaN,NaN,2,NaN,NaN,NaN,2,12,3,7860,NaN,1,2,3
1722,2,3,NaN,NaN,NaN,NaN,NaN,NaN,4,2,NaN,2,NaN,NaN,NaN,0,NaN,NaN,NaN,3,0,NaN,NaN,NaN,59,3,NaN,NaN,NaN,2,1,4,NaN,NaN,4,7,NaN,4,1,2,NaN,NaN,NaN,4,NaN,3,1,1,1,NaN,1,NaN,NaN,NaN,NaN,1,NaN,4,4,7,6,2,NaN,2,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,2,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,1,NaN,3,NaN,NaN,1,2,NaN
1723,1,2,NaN,NaN,NaN,NaN,2,NaN,1,2,NaN,2,NaN,2,NaN,52,4,3,NaN,3,1,2,1,1,52,NaN,NaN,NaN,1,1,1,2,NaN,NaN,1,7,NaN,3,NaN,2,3,NaN,NaN,NaN,1,1,1,1,1,3,1,NaN,4,NaN,1,3,1,6,1,NaN,5,2,NaN,1,NaN,2,1,1,2,NaN,NaN,NaN,19,NaN,NaN,2,1,5,NaN,2,NaN,NaN,4,2,1,0,NaN,4,NaN,NaN,NaN,2,10,1,NaN,NaN,1,2,4
1724,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,2,NaN,2,NaN,2,NaN,0,NaN,NaN,3,3,1,2,NaN,3,74,NaN,NaN,1,1,2,1,2,NaN,NaN,NaN,7,NaN,5,NaN,1,3,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,11,NaN,6,1,NaN,4,3,NaN,1,NaN,3,2,1,NaN,4,NaN,NaN,NaN,3,NaN,3,NaN,4,1,NaN,NaN,NaN,4,2,1,0,NaN,4,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,1,2,6
1725,NaN,5,3,1,3,NaN,2,NaN,NaN,2,4,2,NaN,2,1,52,4,NaN,1,6,NaN,2,1,2,33,4,3,2,2,2,NaN,3,2,NaN,NaN,7,3,NaN,NaN,NaN,3,NaN,2,4,1,NaN,NaN,1,NaN,3,1,0,4,2550,1,3,NaN,NaN,4,7,NaN,2,NaN,1,3,NaN,2,1,NaN,2,NaN,NaN,NaN,2,NaN,1,NaN,2,1,NaN,3,NaN,2,2,1,NaN,NaN,NaN,3,NaN,NaN,2,12,NaN,NaN,0,1,2,6
1726,1,4,NaN,1,NaN,NaN,1,3255,3,2,NaN,2,1,NaN,1,50,3,3,3,3,1,NaN,2,NaN,44,4,NaN,3,NaN,NaN,1,2,NaN,3,NaN,7,NaN,4,NaN,2,NaN,NaN,2,5,NaN,2,NaN,1,NaN,3,1,0,NaN,565,2,NaN,2,4,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,10,NaN,NaN,2,NaN,NaN,1,NaN,3,NaN,NaN,NaN,1,0,2,3,3,3,NaN,2,NaN,2,8190,0,1,2,NaN
1727,NaN,6,3,NaN,3,NaN,2,5220,NaN,2,NaN,2,1,1,0,0,7,NaN,NaN,3,NaN,1,NaN,1,48,4,3,NaN,1,2,NaN,1,2,NaN,1,7,NaN,NaN,NaN,NaN,2,NaN,2,1,2,2,2,1,2,3,1,0,NaN,1107,1,6,NaN,NaN,1,1,NaN,2,NaN,1,3,NaN,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,1,2,5,NaN,NaN,3,NaN,1,1,1,NaN,NaN,NaN,3,NaN,NaN,2,NaN,NaN,7780,5,1,2,3
