id,dwelown,polviews,SCIENTOD,hotcore,SCIENTBR,SYNMEM,divorce,MAOCC10,satfam7,whoelse1,engnrsci,CONVICTD,MEDTREAT,libcom,VISZOO,weekswrk,attend,satjob7,nathealy,phone,wordf,libhomo,jobsecok,peoptrbl,age,helpnot,SCIENTDN,natfarey,spkath,hivtest,PAIDLV,reliten,SCIENTGO,ENGLONE,posslq,region,histsci,kidsuffr,ELDCOST,ELDERSUP,accptoth,EVNEGJOB,coldeg1,obey,spkcom,natsci,natrace,intethn,natcity,wksubs,relate1,VISART,RUMORWK,SPOCC10,sprel,zodiac,cooking1,wlthblks,family16,madeg,intlblks,evstray,relhhd7,VOTE08,SCIENTAL,kidjoy,racopen,CSHUTYP08,poleff13,POLEFY15,intrace2,spanint,SPLIVE,POLEFY16,WEBMOB,finalter,natdrug,selffrst,nateducy,spevwork,astrosci,spother,homosex,libath,racecen1,emailmin,ENGRESP,wrkwayup,seeksci,ENGDO,spanself,gender2,rincome,fechld,MAIND10,VISLIB,relhh1,whoelse2,volchrty
1636,1,6,NaN,NaN,NaN,NaN,NaN,3255,2,2,NaN,2,NaN,2,NaN,4,3,NaN,NaN,2,1,2,NaN,2,67,NaN,NaN,NaN,1,2,2,2,NaN,NaN,NaN,9,NaN,5,1,2,4,NaN,NaN,NaN,1,2,2,1,2,NaN,1,NaN,NaN,NaN,NaN,12,NaN,4,5,3,4,NaN,NaN,1,NaN,1,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,2,1,4,NaN,NaN,NaN,NaN,NaN,2,1,NaN,NaN,2,NaN,NaN,NaN,NaN,7,1,8190,NaN,1,2,6
1637,NaN,4,3,NaN,NaN,NaN,NaN,5700,NaN,2,NaN,2,1,2,0,0,1,NaN,1,3,NaN,2,NaN,3,62,3,3,1,1,2,NaN,2,2,NaN,NaN,9,NaN,NaN,NaN,NaN,4,NaN,NaN,4,1,1,NaN,1,NaN,NaN,1,0,NaN,NaN,NaN,7,NaN,NaN,1,1,NaN,3,NaN,1,NaN,NaN,1,1,NaN,3,NaN,NaN,NaN,2,NaN,2,NaN,3,1,NaN,3,NaN,4,2,1,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,7870,0,1,2,6
1638,2,4,NaN,NaN,NaN,NaN,NaN,5020,3,2,3,1,NaN,NaN,0,0,NaN,NaN,1,6,1,NaN,NaN,NaN,58,3,NaN,1,NaN,1,1,4,NaN,NaN,NaN,9,4,4,2,2,NaN,NaN,NaN,5,NaN,1,NaN,1,NaN,NaN,1,0,NaN,NaN,NaN,6,NaN,3,1,1,3,1,NaN,2,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,1,NaN,2,NaN,NaN,NaN,1,NaN,2,4,3,4,NaN,2,NaN,2,6680,0,1,1,NaN
1639,NaN,2,4,1,3,NaN,NaN,3160,NaN,2,1,2,NaN,1,0,0,2,NaN,NaN,6,NaN,2,NaN,2,19,NaN,2,NaN,1,2,NaN,4,2,NaN,4,9,3,NaN,NaN,NaN,2,NaN,NaN,4,1,2,1,1,2,NaN,1,1,NaN,NaN,NaN,5,NaN,NaN,1,3,NaN,3,NaN,3,3,NaN,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,1,1,4,NaN,NaN,3,NaN,4,2,1,NaN,NaN,NaN,3,NaN,NaN,1,NaN,NaN,8190,1,1,2,3
1640,1,2,NaN,NaN,NaN,NaN,2,5160,3,1,NaN,2,NaN,2,NaN,52,NaN,3,1,3,1,2,2,3,35,NaN,NaN,1,1,1,1,2,NaN,NaN,NaN,9,NaN,4,2,2,5,NaN,NaN,NaN,1,2,NaN,1,NaN,3,1,NaN,4,NaN,5,4,2,5,1,1,4,1,NaN,1,NaN,2,2,1,NaN,3,NaN,NaN,5,2,NaN,3,NaN,4,1,2,NaN,NaN,4,2,1,NaN,NaN,4,NaN,NaN,NaN,1,10,3,6870,NaN,1,2,4
1641,2,5,NaN,NaN,NaN,NaN,NaN,4220,3,2,NaN,NaN,NaN,NaN,NaN,0,NaN,2,NaN,6,NaN,NaN,1,NaN,36,2,NaN,NaN,NaN,NaN,2,4,NaN,NaN,4,9,NaN,4,1,1,NaN,NaN,NaN,2,NaN,3,2,1,2,4,1,NaN,4,NaN,NaN,4,NaN,6,1,NaN,4,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,NaN,5,NaN,NaN,NaN,2,NaN,2,8370,NaN,1,2,NaN
1642,1,6,NaN,NaN,NaN,NaN,2,8800,2,2,NaN,2,NaN,2,NaN,52,1,2,NaN,3,1,NaN,1,3,86,NaN,NaN,NaN,1,NaN,2,4,NaN,NaN,1,9,NaN,NaN,1,2,2,NaN,NaN,NaN,NaN,1,2,1,3,NaN,1,NaN,4,NaN,2,2,4,NaN,3,NaN,NaN,NaN,NaN,1,NaN,2,NaN,1,2,NaN,NaN,NaN,40,NaN,NaN,3,3,2,NaN,2,NaN,NaN,1,2,1,NaN,NaN,1,NaN,NaN,NaN,2,NaN,1,1090,NaN,1,2,6
1643,NaN,6,NaN,1,NaN,NaN,1,5120,NaN,2,NaN,2,1,2,0,52,1,NaN,3,4,NaN,2,2,3,63,4,NaN,2,1,2,NaN,2,NaN,3,NaN,9,NaN,NaN,NaN,NaN,3,NaN,NaN,5,1,1,NaN,1,NaN,NaN,1,0,4,800,1,9,NaN,NaN,1,1,NaN,2,NaN,1,NaN,NaN,2,1,NaN,4,NaN,NaN,NaN,3,NaN,2,NaN,4,3,NaN,2,NaN,3,2,1,NaN,2,NaN,3,4,NaN,2,12,NaN,5380,1,1,2,1
1644,NaN,2,NaN,1,NaN,NaN,NaN,7840,NaN,2,1,2,NaN,2,0,0,NaN,NaN,NaN,1,NaN,2,3,3,22,3,NaN,NaN,1,1,NaN,4,NaN,3,4,9,3,NaN,NaN,NaN,3,1,NaN,4,1,2,2,1,3,3,1,1,4,NaN,NaN,8,NaN,NaN,5,1,NaN,3,NaN,1,NaN,NaN,1,1,3,NaN,NaN,NaN,NaN,NaN,NaN,2,3,3,NaN,NaN,3,NaN,4,2,1,NaN,2,NaN,3,3,NaN,NaN,NaN,NaN,1090,12,1,2,6
1645,2,4,3,1,3,NaN,NaN,2300,2,2,NaN,2,1,NaN,3,0,NaN,NaN,1,6,NaN,NaN,NaN,NaN,23,4,2,2,NaN,2,1,4,2,NaN,NaN,9,NaN,4,1,3,NaN,NaN,1,5,NaN,2,NaN,1,NaN,NaN,1,3,NaN,NaN,NaN,11,NaN,4,1,2,NaN,3,NaN,1,3,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,1,NaN,3,NaN,NaN,NaN,1,NaN,NaN,4,2,NaN,NaN,2,NaN,2,8470,10,1,2,NaN
1646,2,3,NaN,NaN,NaN,2,NaN,2310,2,2,NaN,2,NaN,2,NaN,0,1,NaN,2,6,1,2,NaN,2,19,NaN,NaN,2,1,2,1,4,NaN,NaN,NaN,9,NaN,5,2,2,3,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,6,NaN,4,1,4,5,3,NaN,3,NaN,4,2,1,NaN,3,NaN,NaN,NaN,2,NaN,3,NaN,3,1,NaN,NaN,NaN,4,2,1,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,2,7860,NaN,1,2,6
1647,1,4,NaN,NaN,NaN,NaN,2,4760,1,2,NaN,2,NaN,2,NaN,52,NaN,1,NaN,3,1,2,1,2,51,NaN,NaN,NaN,1,2,1,2,NaN,NaN,1,9,NaN,5,2,1,2,NaN,NaN,NaN,1,1,2,1,2,NaN,1,NaN,4,160,1,8,2,5,1,1,4,2,NaN,1,NaN,3,2,1,2,NaN,NaN,NaN,30,NaN,NaN,2,1,3,NaN,NaN,NaN,NaN,4,2,1,0,NaN,1,NaN,NaN,NaN,2,11,1,4670,NaN,1,2,6
1648,1,5,NaN,1,NaN,NaN,2,NaN,4,2,NaN,NaN,3,NaN,0,0,NaN,NaN,3,3,1,NaN,NaN,NaN,82,3,NaN,2,NaN,2,1,4,NaN,2,NaN,9,NaN,4,1,NaN,NaN,NaN,NaN,4,NaN,2,NaN,1,NaN,NaN,1,0,NaN,5120,4,12,5,5,7,NaN,4,1,NaN,1,NaN,4,NaN,1,NaN,NaN,NaN,NaN,58,NaN,NaN,3,NaN,NaN,3,1,3,NaN,NaN,NaN,1,0,2,1,1,3,NaN,2,NaN,2,NaN,0,1,2,NaN
1649,2,3,NaN,NaN,NaN,NaN,NaN,5260,4,2,NaN,2,NaN,2,NaN,36,NaN,NaN,1,2,1,2,NaN,2,27,NaN,NaN,1,1,2,1,4,NaN,NaN,NaN,9,NaN,4,2,1,3,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,8,NaN,4,1,1,4,3,NaN,1,NaN,NaN,2,1,NaN,3,NaN,NaN,NaN,2,NaN,2,NaN,2,1,NaN,NaN,NaN,4,2,1,30,NaN,3,NaN,NaN,NaN,1,11,2,7970,NaN,1,2,6
1650,NaN,6,NaN,1,NaN,NaN,2,NaN,NaN,2,2,2,NaN,2,0,40,NaN,NaN,3,3,NaN,2,NaN,1,68,5,NaN,3,1,2,NaN,4,NaN,3,NaN,9,3,NaN,NaN,NaN,3,NaN,NaN,3,1,3,NaN,1,NaN,NaN,1,0,NaN,2540,1,12,NaN,NaN,1,1,NaN,1,NaN,1,NaN,NaN,2,1,NaN,4,NaN,NaN,NaN,2,NaN,2,NaN,4,3,1,3,NaN,1,2,1,NaN,1,NaN,3,2,NaN,2,11,NaN,NaN,0,1,2,1
1651,3,2,2,1,2,NaN,NaN,NaN,3,2,1,2,NaN,NaN,0,32,1,NaN,1,3,1,NaN,NaN,NaN,23,2,2,1,NaN,1,1,4,2,NaN,NaN,9,3,4,NaN,1,NaN,2,NaN,4,NaN,2,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,9,NaN,5,1,1,4,3,NaN,2,3,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,3,NaN,NaN,NaN,1,20,NaN,4,3,NaN,NaN,2,9,2,NaN,25,1,2,NaN
1652,1,4,NaN,NaN,NaN,NaN,2,6050,3,2,NaN,2,NaN,2,NaN,52,2,1,3,3,1,2,2,2,38,NaN,NaN,2,2,2,1,2,NaN,NaN,NaN,9,NaN,4,NaN,2,3,NaN,NaN,NaN,NaN,2,NaN,1,NaN,3,1,NaN,4,7510,2,NaN,3,5,1,1,4,2,NaN,2,NaN,2,3,1,NaN,2,NaN,NaN,14,2,NaN,1,NaN,2,1,1,NaN,NaN,2,2,1,0,NaN,3,NaN,NaN,NaN,2,NaN,1,170,NaN,1,2,3
1653,1,3,NaN,NaN,NaN,NaN,1,2540,1,2,NaN,2,NaN,2,NaN,0,7,NaN,2,2,1,2,NaN,2,65,NaN,NaN,3,1,2,1,1,NaN,NaN,NaN,9,NaN,4,1,1,3,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,1,NaN,NaN,1550,1,1,2,5,1,1,4,2,NaN,1,NaN,1,1,1,NaN,3,NaN,NaN,5,3,NaN,3,NaN,3,2,1,NaN,64,4,2,1,NaN,NaN,1,NaN,NaN,NaN,2,NaN,3,7860,NaN,1,2,6
1654,1,4,NaN,NaN,NaN,NaN,1,NaN,1,2,NaN,NaN,NaN,2,NaN,0,2,NaN,1,6,1,2,NaN,3,72,NaN,NaN,1,1,2,1,2,NaN,NaN,NaN,9,NaN,2,2,2,3,NaN,NaN,NaN,2,2,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,7,NaN,7,1,2,3,2,NaN,1,NaN,2,1,1,NaN,3,NaN,NaN,NaN,2,2,3,NaN,2,2,NaN,NaN,NaN,2,2,1,NaN,NaN,1,NaN,NaN,NaN,2,NaN,3,8190,NaN,1,2,6
1655,NaN,4,3,2,3,NaN,1,NaN,NaN,2,NaN,2,1,1,0,0,NaN,NaN,1,3,NaN,1,NaN,2,80,3,3,1,2,2,NaN,2,3,NaN,NaN,9,NaN,NaN,NaN,NaN,2,NaN,NaN,4,2,1,NaN,1,NaN,NaN,1,0,NaN,NaN,NaN,2,NaN,NaN,1,NaN,NaN,2,NaN,2,NaN,NaN,2,1,NaN,2,NaN,NaN,NaN,4,NaN,2,NaN,4,1,NaN,2,NaN,1,1,1,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,0,1,2,6
1656,2,6,NaN,NaN,NaN,NaN,1,NaN,2,2,NaN,2,NaN,1,NaN,52,NaN,2,NaN,3,NaN,2,2,2,34,NaN,NaN,NaN,2,2,1,2,NaN,NaN,1,9,NaN,5,NaN,1,5,NaN,NaN,NaN,2,2,2,1,3,3,1,NaN,4,4350,1,3,3,5,4,7,6,2,NaN,2,NaN,1,2,1,2,NaN,NaN,NaN,4,NaN,NaN,3,1,1,NaN,NaN,NaN,NaN,3,2,1,0,NaN,1,NaN,NaN,NaN,2,12,2,NaN,NaN,1,2,6
1657,1,NaN,NaN,NaN,NaN,NaN,NaN,4400,2,2,NaN,NaN,NaN,1,NaN,0,7,NaN,1,3,0,2,NaN,1,56,NaN,NaN,1,2,1,1,1,NaN,NaN,NaN,9,NaN,4,1,1,5,NaN,NaN,NaN,2,3,NaN,1,NaN,3,1,NaN,NaN,NaN,NaN,12,4,NaN,5,1,NaN,2,NaN,1,NaN,1,2,1,NaN,3,NaN,NaN,NaN,4,NaN,1,NaN,2,1,NaN,NaN,NaN,1,1,2,0,NaN,1,NaN,NaN,NaN,1,NaN,1,8590,NaN,1,2,2
1658,1,4,NaN,NaN,NaN,NaN,2,NaN,2,2,NaN,2,NaN,1,NaN,0,7,NaN,NaN,6,1,1,NaN,4,57,NaN,NaN,NaN,2,2,1,2,NaN,NaN,1,9,NaN,2,2,2,2,NaN,NaN,NaN,2,2,1,1,1,3,1,NaN,NaN,2550,2,10,1,6,1,NaN,7,2,NaN,1,NaN,1,2,1,4,NaN,NaN,NaN,39,NaN,NaN,2,1,2,NaN,NaN,NaN,NaN,1,1,10,30,NaN,1,NaN,NaN,NaN,2,NaN,2,NaN,NaN,1,2,4
1659,1,2,NaN,1,3,NaN,NaN,2310,NaN,2,NaN,2,1,NaN,0,52,6,1,3,3,1,NaN,1,NaN,61,5,3,2,NaN,NaN,2,2,NaN,NaN,NaN,9,NaN,3,1,NaN,NaN,NaN,2,4,NaN,3,NaN,1,NaN,NaN,1,0,3,NaN,NaN,NaN,NaN,7,1,3,NaN,NaN,NaN,1,3,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,3,NaN,3,NaN,NaN,NaN,1,0,NaN,5,3,NaN,NaN,NaN,NaN,NaN,7860,1,1,2,NaN
1660,NaN,3,NaN,1,NaN,NaN,2,NaN,NaN,2,1,2,NaN,2,0,0,2,NaN,NaN,6,NaN,2,NaN,1,53,NaN,NaN,NaN,1,2,NaN,2,NaN,2,1,9,2,NaN,NaN,NaN,3,NaN,NaN,5,1,2,2,1,1,NaN,1,0,NaN,5860,2,5,NaN,NaN,7,NaN,NaN,2,NaN,NaN,NaN,NaN,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1,3,NaN,NaN,2,NaN,4,2,3,NaN,2,NaN,7,4,NaN,2,NaN,NaN,NaN,1,1,2,6
1661,1,6,NaN,NaN,NaN,NaN,2,8220,2,1,NaN,2,NaN,1,NaN,0,NaN,NaN,1,3,NaN,1,NaN,1,79,NaN,NaN,1,2,2,2,2,NaN,NaN,NaN,9,NaN,1,1,4,5,NaN,NaN,NaN,2,2,NaN,1,NaN,NaN,1,NaN,NaN,5700,1,8,4,6,5,NaN,3,2,NaN,1,NaN,2,1,1,NaN,3,NaN,NaN,51,1,NaN,3,NaN,2,1,1,NaN,NaN,4,1,1,NaN,NaN,1,NaN,NaN,NaN,2,NaN,4,3580,NaN,1,1,6
1662,2,3,NaN,NaN,NaN,NaN,NaN,4600,4,2,NaN,2,NaN,NaN,NaN,44,7,2,NaN,6,1,NaN,2,NaN,46,3,NaN,NaN,NaN,1,1,2,NaN,NaN,4,9,NaN,5,1,2,NaN,NaN,NaN,5,NaN,2,1,1,NaN,NaN,1,NaN,4,NaN,NaN,6,NaN,5,0,NaN,5,2,NaN,1,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,NaN,3,NaN,NaN,NaN,NaN,8,1,8470,NaN,1,2,NaN
1663,1,5,NaN,NaN,NaN,NaN,2,4700,1,2,NaN,2,NaN,2,NaN,0,7,NaN,NaN,3,1,2,NaN,1,45,NaN,NaN,NaN,1,1,2,1,NaN,NaN,1,9,NaN,2,1,2,2,NaN,NaN,NaN,1,NaN,NaN,1,3,NaN,1,NaN,NaN,1550,11,7,1,4,1,3,4,NaN,NaN,1,NaN,2,2,1,3,NaN,NaN,NaN,8,NaN,NaN,3,3,4,NaN,NaN,NaN,NaN,NaN,2,1,0,NaN,2,NaN,NaN,NaN,2,NaN,2,5370,NaN,1,2,6
1664,2,4,NaN,1,NaN,NaN,NaN,4040,3,2,NaN,1,1,NaN,0,0,5,NaN,1,6,0,NaN,NaN,NaN,50,3,NaN,1,NaN,2,1,2,NaN,3,NaN,9,NaN,1,2,2,NaN,NaN,NaN,4,NaN,2,NaN,1,NaN,NaN,1,4,NaN,NaN,NaN,10,NaN,4,0,1,4,2,NaN,2,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,1,NaN,2,NaN,NaN,NaN,1,0,2,1,4,3,NaN,NaN,NaN,3,8680,24,1,2,NaN
1665,2,3,NaN,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,NaN,2,NaN,44,NaN,3,NaN,3,0,1,2,2,63,NaN,NaN,NaN,2,2,1,1,NaN,NaN,4,9,NaN,2,1,2,5,NaN,NaN,NaN,1,2,2,1,2,3,1,NaN,4,NaN,NaN,12,NaN,3,5,1,4,2,NaN,2,NaN,2,1,1,1,NaN,NaN,NaN,NaN,NaN,2,1,2,2,NaN,NaN,NaN,NaN,4,1,1,NaN,NaN,2,NaN,NaN,NaN,NaN,9,2,NaN,NaN,1,2,6
1666,2,2,4,1,4,NaN,NaN,4110,3,2,1,2,NaN,NaN,2,8,2,3,1,6,1,NaN,1,NaN,38,5,4,1,NaN,1,1,4,2,NaN,NaN,9,3,1,2,1,NaN,NaN,NaN,4,NaN,1,NaN,1,NaN,4,1,4,4,NaN,NaN,5,NaN,4,5,1,4,3,NaN,1,4,3,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,1,NaN,2,NaN,NaN,NaN,1,0,NaN,3,3,NaN,NaN,NaN,NaN,3,8680,2,1,2,NaN
1667,2,2,NaN,NaN,NaN,NaN,NaN,NaN,6,1,NaN,1,NaN,1,NaN,0,7,NaN,1,6,1,2,NaN,2,51,NaN,NaN,1,1,2,1,1,NaN,NaN,NaN,9,NaN,2,1,4,2,NaN,NaN,NaN,1,2,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,6,3,NaN,4,2,NaN,2,NaN,1,2,1,NaN,1,NaN,NaN,NaN,2,NaN,3,NaN,4,1,NaN,NaN,NaN,1,2,2,0,NaN,5,NaN,NaN,NaN,1,NaN,2,NaN,NaN,1,1,6
1668,1,2,NaN,NaN,NaN,NaN,1,9130,3,2,NaN,2,NaN,NaN,NaN,52,4,5,NaN,3,1,NaN,2,NaN,62,3,NaN,NaN,NaN,1,1,4,NaN,NaN,4,9,NaN,2,NaN,2,NaN,NaN,NaN,5,NaN,3,1,1,2,3,1,NaN,4,NaN,NaN,12,NaN,5,1,1,4,1,NaN,1,NaN,3,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,NaN,4,NaN,NaN,NaN,NaN,12,1,6370,NaN,1,2,NaN
1669,NaN,3,2,1,3,2,NaN,4110,NaN,2,NaN,1,1,2,1,0,7,NaN,1,3,NaN,2,NaN,2,47,NaN,3,1,1,1,NaN,4,2,NaN,NaN,9,NaN,NaN,NaN,NaN,5,NaN,NaN,4,1,2,NaN,1,NaN,NaN,1,5,NaN,NaN,NaN,5,NaN,NaN,0,2,NaN,2,NaN,2,3,NaN,1,1,NaN,2,NaN,NaN,NaN,4,NaN,3,NaN,3,2,NaN,1,NaN,4,2,1,NaN,NaN,NaN,3,NaN,NaN,2,NaN,NaN,8680,52,1,2,4
1670,2,4,NaN,NaN,NaN,NaN,NaN,4230,3,2,NaN,2,NaN,2,NaN,52,2,5,NaN,6,1,2,2,2,29,NaN,NaN,NaN,1,1,1,2,NaN,NaN,2,9,NaN,5,NaN,2,4,NaN,NaN,NaN,2,1,1,1,1,3,1,NaN,3,NaN,NaN,7,5,4,1,1,6,3,NaN,2,NaN,1,2,1,4,NaN,NaN,NaN,NaN,NaN,NaN,3,2,2,NaN,NaN,NaN,NaN,4,2,1,0,NaN,1,NaN,NaN,NaN,1,9,1,8370,NaN,1,1,6
1671,2,3,NaN,NaN,NaN,NaN,NaN,2160,2,2,NaN,2,NaN,NaN,NaN,40,NaN,NaN,NaN,6,1,NaN,NaN,NaN,37,3,NaN,NaN,NaN,1,2,4,NaN,NaN,2,9,NaN,5,NaN,2,NaN,2,NaN,5,NaN,NaN,2,1,2,3,1,NaN,NaN,NaN,NaN,9,2,4,1,4,5,1,NaN,1,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,30,NaN,3,NaN,NaN,NaN,2,11,1,6990,NaN,1,2,NaN
1672,2,2,NaN,NaN,NaN,NaN,2,5700,1,1,NaN,2,NaN,2,NaN,52,NaN,1,NaN,3,1,2,2,3,39,NaN,NaN,NaN,1,2,1,4,NaN,NaN,1,9,NaN,5,1,3,3,NaN,NaN,NaN,1,1,1,1,1,3,1,NaN,3,20,4,7,2,5,5,1,4,2,NaN,1,NaN,2,2,1,2,NaN,NaN,NaN,9,NaN,NaN,1,1,3,NaN,NaN,NaN,NaN,4,2,1,0,NaN,5,NaN,NaN,NaN,2,12,1,3570,NaN,1,2,6
1673,NaN,3,NaN,1,NaN,NaN,NaN,3255,NaN,2,NaN,2,2,2,0,52,NaN,NaN,1,3,NaN,2,1,3,46,3,NaN,1,1,1,NaN,4,NaN,3,NaN,9,NaN,NaN,NaN,NaN,3,NaN,2,5,1,2,NaN,1,NaN,3,1,2,4,NaN,NaN,3,NaN,NaN,3,2,NaN,2,NaN,1,NaN,NaN,2,1,NaN,3,NaN,NaN,NaN,2,NaN,1,NaN,3,1,NaN,3,NaN,3,2,1,NaN,2,NaN,3,3,NaN,1,12,NaN,8190,1,1,2,5
1674,2,4,NaN,NaN,NaN,NaN,NaN,NaN,3,2,NaN,2,NaN,NaN,NaN,32,2,3,NaN,6,1,NaN,2,NaN,55,4,NaN,NaN,NaN,2,1,2,NaN,NaN,4,9,NaN,1,NaN,2,NaN,NaN,NaN,4,NaN,2,1,1,1,3,1,NaN,2,NaN,NaN,5,NaN,6,1,2,3,3,NaN,2,NaN,3,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,NaN,2,NaN,NaN,NaN,NaN,12,3,NaN,NaN,1,2,NaN
1675,1,2,NaN,1,NaN,2,NaN,NaN,3,2,NaN,1,1,NaN,0,52,NaN,2,1,3,1,NaN,1,NaN,27,1,NaN,1,NaN,2,1,4,NaN,3,NaN,9,NaN,4,2,1,NaN,NaN,NaN,4,NaN,1,NaN,5,NaN,4,1,0,4,NaN,NaN,1,3,5,4,7,4,3,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,2,NaN,1,NaN,NaN,NaN,1,0,2,1,3,5,NaN,1,6,1,NaN,2,1,2,NaN
1676,NaN,4,3,NaN,3,NaN,NaN,8965,NaN,2,NaN,2,1,2,0,0,NaN,NaN,NaN,3,NaN,2,NaN,1,45,3,2,NaN,1,2,NaN,4,2,NaN,2,9,NaN,NaN,NaN,NaN,5,NaN,NaN,4,1,3,3,1,3,NaN,1,0,NaN,NaN,NaN,9,NaN,NaN,1,1,NaN,3,NaN,2,3,NaN,2,1,4,NaN,NaN,NaN,NaN,NaN,NaN,2,3,3,NaN,NaN,1,NaN,3,2,1,NaN,NaN,NaN,3,NaN,NaN,2,NaN,NaN,1090,3,1,2,6
1677,1,4,NaN,NaN,NaN,NaN,1,4020,2,2,NaN,2,NaN,2,NaN,0,NaN,NaN,1,3,1,2,NaN,2,71,NaN,NaN,1,1,2,2,4,NaN,NaN,NaN,9,NaN,5,2,3,3,NaN,NaN,NaN,1,2,NaN,5,NaN,NaN,1,NaN,NaN,7200,4,2,1,6,1,NaN,4,2,NaN,1,NaN,2,2,1,NaN,4,NaN,NaN,50,2,NaN,1,NaN,4,1,1,NaN,NaN,4,2,1,0,NaN,4,NaN,NaN,NaN,2,NaN,1,8190,NaN,1,2,6
1678,2,2,NaN,NaN,NaN,NaN,1,NaN,4,2,NaN,NaN,NaN,1,NaN,0,1,NaN,NaN,3,1,1,NaN,2,74,NaN,NaN,NaN,2,NaN,1,1,NaN,NaN,4,9,NaN,2,NaN,4,2,NaN,NaN,NaN,2,2,NaN,5,3,NaN,1,NaN,NaN,NaN,NaN,6,NaN,4,1,NaN,3,NaN,NaN,1,NaN,4,1,1,2,NaN,NaN,2,NaN,NaN,2,2,NaN,3,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,2,NaN,NaN,3,NaN,NaN,3,NaN,NaN,1,2,6
1679,1,2,NaN,1,NaN,2,NaN,2310,4,2,NaN,2,NaN,NaN,3,0,3,NaN,1,6,1,NaN,NaN,NaN,18,1,NaN,1,NaN,2,1,2,NaN,NaN,NaN,9,NaN,4,NaN,2,NaN,NaN,NaN,4,NaN,1,NaN,5,NaN,NaN,1,6,NaN,NaN,NaN,1,NaN,5,3,4,4,3,NaN,3,NaN,4,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,1,NaN,3,NaN,NaN,NaN,1,0,NaN,5,3,NaN,NaN,2,NaN,3,7860,10,1,2,NaN
1680,NaN,4,2,1,3,NaN,2,2160,NaN,2,1,2,NaN,1,0,0,NaN,NaN,NaN,3,NaN,2,NaN,2,67,4,3,NaN,1,2,NaN,4,1,NaN,4,9,2,NaN,NaN,NaN,1,NaN,NaN,3,2,2,1,5,NaN,NaN,1,0,NaN,NaN,NaN,5,NaN,NaN,5,1,NaN,2,NaN,1,3,NaN,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,2,1,4,NaN,NaN,2,NaN,NaN,2,1,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,6970,0,1,2,6
1681,NaN,3,NaN,1,NaN,NaN,1,2160,NaN,2,NaN,2,1,2,0,52,NaN,NaN,1,3,NaN,2,2,2,49,3,NaN,1,1,1,NaN,4,NaN,3,NaN,9,NaN,NaN,NaN,NaN,6,NaN,1,5,1,2,NaN,5,NaN,3,1,0,2,5400,4,10,NaN,NaN,5,2,NaN,2,NaN,1,NaN,NaN,2,1,NaN,4,NaN,NaN,NaN,3,NaN,2,NaN,3,1,NaN,3,NaN,4,2,1,NaN,2,NaN,6,2,NaN,2,12,NaN,6970,0,1,2,4
